"","mean","se_mean","sd","0.5%","2.5%","25%","50%","75%","97.5%","99.5%","n_eff","Rhat"
"log_lambda[77]",5.91827113763728,0.000534071093444077,0.107676637856447,5.64793933347106,5.71139490155484,5.84522216260815,5.91607942326146,5.98979132118595,6.13503028314814,6.20347565752965,40648.528459336,1.00004552644404
"log_lambda[78]",4.02319254767562,0.000530049190329555,0.106317000340302,3.75453107357951,3.81865923662547,3.95150299578163,4.02119391698876,4.0935323856163,4.23682627759362,4.30912357405196,40232.1348882811,0.999982747969633
"log_lambda[79]",2.44655901607286,0.000580478230921394,0.116664212110614,2.14954668023714,2.2190691987765,2.36788612893273,2.44568086616348,2.52426543286572,2.67920846452834,2.75593076438126,40392.7507638881,1.00004684982424
"log_lambda[80]",0.551480426111201,0.00061347291576076,0.12297907295021,0.234317244417128,0.313925328667988,0.468639538589885,0.549885546036291,0.633715741959647,0.796831424296146,0.875719817958635,40185.7096615132,1.00000815288755
"log_lambda[81]",9.6065833683711,0.00053848501993161,0.107276388587641,9.33287657803027,9.39815593233847,9.53372976865821,9.60485611444007,9.67827855543336,9.81906977039372,9.88908585208023,39688.1666028598,1.00003809453161
"log_lambda[82]",7.71150477840944,0.000524908123489793,0.103245720020296,7.45054237181313,7.51148223138279,7.64248164752142,7.71057154071484,7.77993995438146,7.91719040775423,7.9838953238672,38688.111132883,1.00000248020463
"log_lambda[83]",7.12597764483005,0.000586389854192089,0.116481653905855,6.83397143813938,6.90192878548351,7.04703520278166,7.12446579842717,7.20283763262521,7.35765202007683,7.4300833544142,39458.6444955927,1.00004331552575
"log_lambda[84]",5.23089905486839,0.000610777735424802,0.122152635304005,4.91805168435086,4.99297364520697,5.14773511543651,5.22983355071644,5.31197374868204,5.47387486746995,5.55489037044254,39998.093089461,1.00001541182229
"log_lambda[85]",10.2394209922083,0.00050627325775907,0.101963781027598,9.97994341547306,10.042804562935,10.1701116935592,10.2384493497132,10.3072181104761,10.442319091066,10.5115512625378,40562.2360121457,0.999981842678897
"log_lambda[86]",8.34434240224667,0.00049190498993389,0.0996567124600694,8.09153926276433,8.15215524844533,8.27699497877135,8.34294510120109,8.41040907808295,8.54341730920843,8.61039028373702,41044.09237287,0.999968083178518
"log_lambda[87]",6.7677088706439,0.000562912547319146,0.112388936691981,6.47780892380655,6.54796451949899,6.69164577296678,6.76784773174346,6.84390868172291,6.9869989337291,7.05905671877571,39862.5673848429,0.99994571563579
"log_lambda[88]",4.87263028068224,0.000588389577388253,0.118196398264373,4.5647079723382,4.6403592018133,4.79292896291704,4.87234222476414,4.95124878404222,5.10652106238219,5.18043706157735,40353.2523421985,0.999956665740485
